bid_id,bidder_id,auction,merchandise,device,time,country,ip,url,outcome
2559380,01a39439e7afbdcfe385eedbddb23d76zgdrg,hfd1n,mobile,phone168,twelevepm,sa,202.86.136.162,4eqnsjz802t2j8d,0
2570404,0353aa9e97bd46119c90b8892f99982esfem3,ode9j,jewelry,phone546,twelevepm,th,2.93.103.88,nvbbznzomsm3wn7,0
2577336,061690ceb6004807b7906968bf382dfcbve7y,zvx4s,mobile,phone110,twelevepm,my,233.123.111.236,vasstdc27m7nks3,1
2581096,01a39439e7afbdcfe385eedbddb23d76zgdrg,qbw5q,mobile,phone4,twelevepm,in,1.44.2.87,vasstdc27m7nks3,0
2581475,061690ceb6004807b7906968bf382dfcbve7y,h4l9a,mobile,phone28,twelevepm,my,233.123.111.236,vasstdc27m7nks3,1
2627197,03244a553a252dcc3a3037f0371c8d33fmpd1,jhwsi,jewelry,phone23,twelevepm,in,196.44.47.30,vasstdc27m7nks3,0
2724778,00a0517965f18610417ee784a05f494d4dw6e,du967,books and music,phone117,twelevepm,tr,239.250.228.152,iu2iu3k137vakme,0
2742648,00a0517965f18610417ee784a05f494d4dw6e,wx3kf,books and music,phone16,twelevepm,in,255.108.248.101,u85yj2e7owkz6xp,0
2749102,01a39439e7afbdcfe385eedbddb23d76zgdrg,yupep,mobile,phone1684,twelevepm,gt,70.192.58.36,vasstdc27m7nks3,0
2758058,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone45,twelevepm,se,2.97.22.215,9crm7746vlebmr0,0
2790061,0353aa9e97bd46119c90b8892f99982esfem3,be0lx,jewelry,phone101,twelevepm,id,236.32.253.109,vasstdc27m7nks3,0
2842379,061690ceb6004807b7906968bf382dfcbve7y,ffijf,mobile,phone28,twelevepm,my,75.175.255.7,vasstdc27m7nks3,1
2852666,00a0517965f18610417ee784a05f494d4dw6e,gb2b8,books and music,phone1008,twelevepm,id,255.107.151.243,kk7rxe25ehseyci,0
2858592,0353aa9e97bd46119c90b8892f99982esfem3,nzcyl,jewelry,phone41,twelevepm,my,167.50.127.40,nvbbznzomsm3wn7,0
2871286,061690ceb6004807b7906968bf382dfcbve7y,vrx74,mobile,phone110,twelevepm,th,211.163.219.144,vasstdc27m7nks3,1
2873262,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,gowb1,sporting goods,phone228,twelevepm,id,88.152.24.90,vasstdc27m7nks3,0
2878410,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,so4vz,sporting goods,phone3,twelevepm,id,205.102.163.187,dok3vly1z2anlxp,0
2882394,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,ykklp,sporting goods,phone4,twelevepm,id,234.204.229.57,vasstdc27m7nks3,0
2898120,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2898121,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2909087,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2915632,00a0517965f18610417ee784a05f494d4dw6e,cci6c,books and music,phone154,twelevepm,ng,37.95.134.218,vasstdc27m7nks3,0
2916868,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,gs02e,sporting goods,phone1004,twelevepm,id,95.115.120.60,vasstdc27m7nks3,0
2919671,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,3h0tb,sporting goods,phone4,twelevepm,id,77.59.77.3,vasstdc27m7nks3,0
2925429,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2925918,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2925920,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2926525,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2927203,060ac64ff78ae62e9bc697192cebea333760p,voab6,home goods,phone55,twelevepm,ua,52.23.255.65,vasstdc27m7nks3,1
2988945,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,so4vz,sporting goods,phone163,elevenpm,id,200.83.242.141,vasstdc27m7nks3,0
3014770,03a1e81cb7bcd15014489a6f752c9d5b7pvel,lnup2,mobile,phone692,elevenpm,th,34.104.78.250,pun6w08mkixldc3,0
3015001,03a1e81cb7bcd15014489a6f752c9d5b7pvel,lnup2,mobile,phone692,elevenpm,th,34.104.78.250,e19z4722y9ivac8,0
3017904,03a1e81cb7bcd15014489a6f752c9d5b7pvel,ksmwb,mobile,phone692,elevenpm,th,34.104.78.250,pun6w08mkixldc3,0
3023150,03a1e81cb7bcd15014489a6f752c9d5b7pvel,lnup2,mobile,phone22,elevenpm,th,34.104.78.250,e19z4722y9ivac8,0
3025075,03a1e81cb7bcd15014489a6f752c9d5b7pvel,rkqs3,mobile,phone22,elevenpm,th,34.104.78.250,jpdkcxz2adkrwhr,0
3025351,03a1e81cb7bcd15014489a6f752c9d5b7pvel,rkqs3,mobile,phone22,elevenpm,th,34.104.78.250,icmelhp08p9lp33,0
3025400,03a1e81cb7bcd15014489a6f752c9d5b7pvel,ksmwb,mobile,phone22,elevenpm,th,34.104.78.250,skah59zyncc0pf2,0
3043676,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone229,elevenpm,se,207.33.102.97,bpvbn1mevw4flqp,0
3045937,036a4050a5dd65e70f0f613ec2e38a74re026,zfn14,sporting goods,phone115,elevenpm,in,120.50.143.125,t7gqdlwpf4smunv,0
3135801,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,slt8j,sporting goods,phone4,elevenpm,id,200.83.242.141,vasstdc27m7nks3,0
3183228,036a4050a5dd65e70f0f613ec2e38a74re026,zlizu,sporting goods,phone8,elevenpm,in,87.165.236.52,b3yqvaxlz59vlne,0
3400601,0381a69b7a061e9ace2798fd48f1f537mgq57,jqx39,office equipment,phone11,elevenpm,sa,54.212.21.87,cgb17jpn1ixq9hw,0
3649268,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone65,elevenpm,cn,105.108.200.3,vasstdc27m7nks3,0
3675715,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone443,elevenpm,se,1.226.228.173,ewl91s190namvts,0
3689763,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone168,elevenpm,ae,249.63.191.227,l2sc7pfld5aqdm2,0
3968559,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone93,elevenpm,lt,138.149.231.75,l857eas087oo5rn,0
3980517,00a0517965f18610417ee784a05f494d4dw6e,bpil5,books and music,phone419,elevenpm,in,58.209.11.187,jynce1r4nc22vrd,0
4040347,00a0517965f18610417ee784a05f494d4dw6e,gst86,books and music,phone154,elevenpm,ng,37.95.134.218,hp6dl92uen73trp,0
4088531,03a1e81cb7bcd15014489a6f752c9d5b7pvel,s9rkd,mobile,phone1689,elevenpm,th,27.187.108.32,vasstdc27m7nks3,0
4092598,03a1e81cb7bcd15014489a6f752c9d5b7pvel,6bzlp,mobile,phone1689,elevenpm,th,27.187.108.32,vasstdc27m7nks3,0
4092852,03a1e81cb7bcd15014489a6f752c9d5b7pvel,6bzlp,mobile,phone11,elevenpm,th,27.187.108.32,vasstdc27m7nks3,0
4096089,03a1e81cb7bcd15014489a6f752c9d5b7pvel,0rl6i,mobile,phone11,elevenpm,th,27.187.108.32,vasstdc27m7nks3,0
4097945,03a1e81cb7bcd15014489a6f752c9d5b7pvel,pcevz,mobile,phone11,elevenpm,th,27.187.108.32,vasstdc27m7nks3,0
4266587,00cc97158e6f4cb8eac3c0075918b7ffi5k8o,zh242,office equipment,phone106,elevenpm,id,44.58.154.221,vasstdc27m7nks3,0
4288511,00cc97158e6f4cb8eac3c0075918b7ffi5k8o,gb2b8,office equipment,phone65,elevenpm,id,145.31.36.19,vasstdc27m7nks3,0
4361678,00a0517965f18610417ee784a05f494d4dw6e,2n3xc,books and music,phone15,elevenpm,th,128.3.198.137,vasstdc27m7nks3,0
4376524,00a0517965f18610417ee784a05f494d4dw6e,b25ls,books and music,phone97,elevenpm,in,251.29.255.74,am3xd35xnzh5ozw,0
4411478,00a0517965f18610417ee784a05f494d4dw6e,5edd6,books and music,phone25,elevenpm,id,185.67.92.189,utvvayoovsqfycf,0
4528513,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone23,elevenpm,lt,132.4.23.122,vasstdc27m7nks3,0
4534785,026819504b59bc4eefb9963d5fe4271aql15u,jqx39,home goods,phone5,elevenpm,id,189.159.64.41,x4qais3cw6intr9,0
4721675,03a1e81cb7bcd15014489a6f752c9d5b7pvel,s9rkd,mobile,phone1689,elevenpm,th,34.104.78.250,vasstdc27m7nks3,0
4721680,03a1e81cb7bcd15014489a6f752c9d5b7pvel,vrx74,mobile,phone1689,elevenpm,th,34.104.78.250,vasstdc27m7nks3,0
4721955,03a1e81cb7bcd15014489a6f752c9d5b7pvel,vrx74,mobile,phone1689,elevenpm,th,34.104.78.250,vasstdc27m7nks3,0
4722628,03a1e81cb7bcd15014489a6f752c9d5b7pvel,vrx74,mobile,phone11,elevenpm,th,34.104.78.250,vasstdc27m7nks3,0
4725147,03a1e81cb7bcd15014489a6f752c9d5b7pvel,m0bh8,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725184,03a1e81cb7bcd15014489a6f752c9d5b7pvel,m0bh8,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725185,03a1e81cb7bcd15014489a6f752c9d5b7pvel,klydp,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725265,03a1e81cb7bcd15014489a6f752c9d5b7pvel,klydp,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725331,03a1e81cb7bcd15014489a6f752c9d5b7pvel,s1iqk,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725340,03a1e81cb7bcd15014489a6f752c9d5b7pvel,m0bh8,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4725764,03a1e81cb7bcd15014489a6f752c9d5b7pvel,6xyp7,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4726351,03a1e81cb7bcd15014489a6f752c9d5b7pvel,yimru,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4727963,03a1e81cb7bcd15014489a6f752c9d5b7pvel,6xyp7,mobile,phone11,elevenpm,za,208.233.170.219,vasstdc27m7nks3,0
4769361,03a1e81cb7bcd15014489a6f752c9d5b7pvel,i5o3q,mobile,phone1689,elevenpm,it,61.54.46.144,vasstdc27m7nks3,0
4769449,03a1e81cb7bcd15014489a6f752c9d5b7pvel,i5o3q,mobile,phone1689,elevenpm,it,61.54.46.144,vasstdc27m7nks3,0
4769478,03a1e81cb7bcd15014489a6f752c9d5b7pvel,uadbw,mobile,phone1689,elevenpm,it,61.54.46.144,vasstdc27m7nks3,0
4774365,03a1e81cb7bcd15014489a6f752c9d5b7pvel,i5o3q,mobile,phone11,elevenpm,it,61.54.46.144,vasstdc27m7nks3,0
4777684,03a1e81cb7bcd15014489a6f752c9d5b7pvel,i5o3q,mobile,phone11,elevenpm,it,61.54.46.144,vasstdc27m7nks3,0
4815964,04636b6c61c80f5325efe61183e8edb01ko20,f0yvz,office equipment,phone4,elevenpm,in,127.51.85.42,vasstdc27m7nks3,0
4819176,04636b6c61c80f5325efe61183e8edb01ko20,5i5sp,office equipment,phone4,elevenpm,in,127.51.85.42,vasstdc27m7nks3,0
4974350,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone1941,elevenpm,lt,64.149.63.139,vasstdc27m7nks3,0
5388988,00cc97158e6f4cb8eac3c0075918b7ffi5k8o,v772u,office equipment,phone31,tenpm,us,248.49.60.230,vasstdc27m7nks3,0
5575412,022ac3a7ce986049d9a4bede83ccf9ddctvg6,xsj5g,home goods,phone55,tenpm,us,101.82.73.194,vasstdc27m7nks3,1
5575703,022ac3a7ce986049d9a4bede83ccf9ddctvg6,wceo9,home goods,phone55,tenpm,us,61.127.231.137,vasstdc27m7nks3,1
5575704,022ac3a7ce986049d9a4bede83ccf9ddctvg6,2pxeq,home goods,phone55,tenpm,us,61.127.231.137,vasstdc27m7nks3,1
5576150,022ac3a7ce986049d9a4bede83ccf9ddctvg6,skcce,home goods,phone55,tenpm,us,188.18.88.125,vasstdc27m7nks3,1
5576668,022ac3a7ce986049d9a4bede83ccf9ddctvg6,skcce,home goods,phone55,tenpm,us,188.18.88.125,vasstdc27m7nks3,1
5577028,022ac3a7ce986049d9a4bede83ccf9ddctvg6,hj8j0,home goods,phone55,tenpm,us,61.127.231.137,vasstdc27m7nks3,1
5577029,022ac3a7ce986049d9a4bede83ccf9ddctvg6,outre,home goods,phone55,tenpm,us,61.127.231.137,vasstdc27m7nks3,1
5578602,022ac3a7ce986049d9a4bede83ccf9ddctvg6,ngxwj,home goods,phone165,tenpm,ua,52.23.255.65,vasstdc27m7nks3,1
5578603,022ac3a7ce986049d9a4bede83ccf9ddctvg6,tj9yj,home goods,phone165,tenpm,ua,52.23.255.65,vasstdc27m7nks3,1
5579847,022ac3a7ce986049d9a4bede83ccf9ddctvg6,uvnl7,home goods,phone168,tenpm,ua,52.23.255.65,vasstdc27m7nks3,1
5708720,026819504b59bc4eefb9963d5fe4271aql15u,avdv4,home goods,phone5,tenpm,id,238.24.105.222,itr5ur6dhud9gh6,0
6094212,04636b6c61c80f5325efe61183e8edb01ko20,cxlov,office equipment,phone35,tenpm,in,237.214.80.129,m9dakr9mczmfxfw,0
6106042,04636b6c61c80f5325efe61183e8edb01ko20,x90hm,office equipment,phone63,tenpm,in,143.101.48.239,roy5ud2hw3qnpte,0
6805028,0030a2dd87ad2733e0873062e4f83954mkj86,obbny,mobile,phone313,tenpm,ir,21.67.17.162,vnw40k8zzokijsv,0
6817460,026819504b59bc4eefb9963d5fe4271aql15u,jqx39,home goods,phone5,tenpm,id,14.83.235.202,x4qais3cw6intr9,0
6967050,0446457fc8e21596799158406f77b14catx8w,86mid,mobile,phone150,tenam,ae,168.79.253.37,lfg4lgqulbnscgj,0
7179832,001068c415025a009fee375a12cff4fcnht8y,4ifac,jewelry,phone561,tenam,bn,139.226.147.115,vasstdc27m7nks3,0
7183390,026819504b59bc4eefb9963d5fe4271aql15u,jqx39,home goods,phone5,tenam,id,238.24.105.222,x4qais3cw6intr9,0
7651994,01f498a0992d280de63ec346692efb2blckg2,9br8v,jewelry,phone457,tenam,in,7.123.42.157,6aw2f4acgfy6qf1,0
